2,380000000,308,683,439,84,1,1,1,1
2,290000000,1355,647,125,55,1,1,1,1
3,380000000,323,682,436,85,1,1,1,1
3,290000000,1354,648,125,55,1,1,1,1
4,380000000,338,681,433,85,1,1,1,1
4,290000000,1352,648,125,55,1,1,1,1
5,380000000,353,681,430,86,1,1,1,1
5,290000000,1351,648,125,54,1,1,1,1
6,380000000,368,680,426,87,1,1,1,1
6,290000000,1350,648,124,54,1,1,1,1
7,380000000,383,679,423,87,1,1,1,1
7,290000000,1348,648,124,54,1,1,1,1
8,380000000,398,678,420,88,1,1,1,1
8,290000000,1347,649,124,54,1,1,1,1
9,380000000,413,677,417,89,1,1,1,1
9,290000000,1345,649,124,53,1,1,1,1
10,380000000,427,676,413,89,1,1,1,1
10,290000000,1344,649,124,53,1,1,1,1
11,380000000,442,675,410,90,1,1,1,1
11,290000000,1343,649,124,53,1,1,1,1
12,380000000,457,674,407,90,1,1,1,1
12,290000000,1341,649,124,52,1,1,1,1
13,380000000,472,673,403,91,1,1,1,1
13,290000000,1340,650,124,52,1,1,1,1
14,380000000,487,673,400,92,1,1,1,1
14,290000000,1339,650,124,52,1,1,1,1
15,380000000,502,672,397,92,1,1,1,1
15,290000000,1337,650,124,51,1,1,1,1
16,380000000,517,671,394,93,1,1,1,1
16,290000000,1336,650,124,51,1,1,1,1
17,380000000,532,670,390,93,1,1,1,1
17,290000000,1334,650,124,51,1,1,1,1
18,380000000,547,669,387,94,1,1,1,1
18,290000000,1333,651,123,51,1,1,1,1
19,380000000,559,669,386,94,1,1,1,1
19,290000000,1332,651,123,50,1,1,1,1
20,380000000,572,668,384,94,1,1,1,1
20,290000000,1330,651,123,50,1,1,1,1
21,380000000,584,668,383,94,1,1,1,1
21,290000000,1329,651,123,50,1,1,1,1
22,380000000,597,668,382,93,1,1,1,1
22,290000000,1327,651,123,49,1,1,1,1
23,380000000,609,668,380,93,1,1,1,1
23,290000000,1326,652,123,49,1,1,1,1
24,380000000,622,667,379,93,1,1,1,1
24,290000000,1325,652,123,49,1,1,1,1
25,380000000,634,667,378,93,1,1,1,1
25,290000000,1323,652,123,48,1,1,1,1
