Unnamed: 0,mmsi,lon,lat,speed,course,heading,type,timestamp
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
9,240000000,114.297535,30.58071667,3.2,205.6,0,1,1654314955433
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
2,140000000,114.3323917,30.61629167,8.4,48.1,511,18,1654315019171
