2,0,308,683,439,84,1,1,1,1
2,0,1355,647,125,55,1,1,1,1
3,0,323,682,436,85,1,1,1,1
3,0,1354,648,125,55,1,1,1,1
4,0,338,681,433,85,1,1,1,1
4,0,1352,648,125,55,1,1,1,1
5,0,353,681,430,86,1,1,1,1
5,0,1351,648,125,54,1,1,1,1
6,0,368,680,426,87,1,1,1,1
6,0,1350,648,124,54,1,1,1,1
7,0,383,679,423,87,1,1,1,1
7,0,1348,648,124,54,1,1,1,1
8,0,398,678,420,88,1,1,1,1
8,0,1347,649,124,54,1,1,1,1
9,0,413,677,417,89,1,1,1,1
9,0,1345,649,124,53,1,1,1,1
10,0,427,676,413,89,1,1,1,1
10,0,1344,649,124,53,1,1,1,1
11,0,442,675,410,90,1,1,1,1
11,0,1343,649,124,53,1,1,1,1
12,0,457,674,407,90,1,1,1,1
12,0,1341,649,124,52,1,1,1,1
13,0,472,673,403,91,1,1,1,1
13,0,1340,650,124,52,1,1,1,1
14,0,487,673,400,92,1,1,1,1
14,0,1339,650,124,52,1,1,1,1
15,0,502,672,397,92,1,1,1,1
15,0,1337,650,124,51,1,1,1,1
16,0,517,671,394,93,1,1,1,1
16,0,1336,650,124,51,1,1,1,1
17,0,532,670,390,93,1,1,1,1
17,0,1334,650,124,51,1,1,1,1
18,0,547,669,387,94,1,1,1,1
18,0,1333,651,123,51,1,1,1,1
19,0,559,669,386,94,1,1,1,1
19,0,1332,651,123,50,1,1,1,1
20,0,572,668,384,94,1,1,1,1
20,0,1330,651,123,50,1,1,1,1
21,0,584,668,383,94,1,1,1,1
21,0,1329,651,123,50,1,1,1,1
22,0,597,668,382,93,1,1,1,1
22,0,1327,651,123,49,1,1,1,1
23,0,609,668,380,93,1,1,1,1
23,0,1326,652,123,49,1,1,1,1
24,0,622,667,379,93,1,1,1,1
24,0,1325,652,123,49,1,1,1,1
25,0,634,667,378,93,1,1,1,1
25,0,1323,652,123,48,1,1,1,1
26,0,647,667,376,93,1,1,1,1
26,0,1322,652,123,48,1,1,1,1
27,0,659,666,375,93,1,1,1,1
27,0,1320,652,123,48,1,1,1,1
28,0,672,666,374,93,1,1,1,1
28,0,1319,652,123,47,1,1,1,1
29,0,684,666,372,92,1,1,1,1
29,0,1318,653,122,47,1,1,1,1
30,0,697,666,371,92,1,1,1,1
30,0,1316,653,122,47,1,1,1,1
31,0,709,665,370,92,1,1,1,1
31,0,1315,653,122,47,1,1,1,1
32,0,722,665,368,92,1,1,1,1
32,0,1313,653,122,46,1,1,1,1
33,0,734,665,367,92,1,1,1,1
33,0,1312,653,122,46,1,1,1,1
34,0,747,664,366,92,1,1,1,1
34,0,1311,654,122,46,1,1,1,1
35,0,759,664,364,92,1,1,1,1
35,0,1309,654,122,45,1,1,1,1
